,assay_id,cell_line,filename,PXD_accession,Protein_count
0,30960,Hep3B,3B10-1,PXD000533,997
1,30961,Hep3B,3B10-2,PXD000533,1013
2,30962,Hep3B,3B1-1,PXD000533,1081
3,30963,Hep3B,3B11-1,PXD000533,1060
4,30964,Hep3B,3B11-2,PXD000533,1025
5,30965,Hep3B,3B1-2,PXD000533,1049
6,30966,Hep3B,3B12-1,PXD000533,1061
7,30967,Hep3B,3B12-2,PXD000533,1026
8,30968,Hep3B,3B13-1,PXD000533,1170
9,30969,Hep3B,3B13-2,PXD000533,1211
10,30970,Hep3B,3B14-1,PXD000533,1276
11,30971,Hep3B,3B14-2,PXD000533,1298
12,30972,Hep3B,3B15-1,PXD000533,1267
13,30973,Hep3B,3B15-2,PXD000533,1301
14,30974,Hep3B,3B16-1,PXD000533,1261
15,30975,Hep3B,3B16-2,PXD000533,1242
16,30976,Hep3B,3B17-1,PXD000533,1239
17,30977,Hep3B,3B17-2,PXD000533,1236
18,30978,Hep3B,3B18-1,PXD000533,1242
19,30979,Hep3B,3B18-2,PXD000533,1249
20,30980,Hep3B,3B19-1,PXD000533,1261
21,30981,Hep3B,3B19-2,PXD000533,1298
22,30982,Hep3B,3B20-1,PXD000533,1252
23,30983,Hep3B,3B20-2,PXD000533,1242
24,30984,Hep3B,3B2-1,PXD000533,1118
25,30985,Hep3B,3B21-1,PXD000533,1178
26,30986,Hep3B,3B21-2,PXD000533,1147
27,30987,Hep3B,3B2-2,PXD000533,1103
28,30988,Hep3B,3B22-1,PXD000533,1068
29,30989,Hep3B,3B22-2,PXD000533,1041
30,30990,Hep3B,3B23-1,PXD000533,1024
31,30991,Hep3B,3B23-2,PXD000533,1034
32,30992,Hep3B,3B24-1,PXD000533,1001
33,30993,Hep3B,3B24-2,PXD000533,993
34,30994,Hep3B,3B3-1,PXD000533,1103
35,30995,Hep3B,3B3-2,PXD000533,1086
36,30996,Hep3B,3B4-1,PXD000533,1145
37,30997,Hep3B,3B4-2,PXD000533,1033
38,30998,Hep3B,3B5-1,PXD000533,1098
39,30999,Hep3B,3B5-2,PXD000533,1184
40,31000,Hep3B,3B6-1,PXD000533,1136
41,31001,Hep3B,3B6-2,PXD000533,1126
42,31002,Hep3B,3B7-1,PXD000533,923
43,31003,Hep3B,3B7-2,PXD000533,927
44,31004,Hep3B,3B8-1,PXD000533,1051
45,31005,Hep3B,3B8-2,PXD000533,1070
46,31006,Hep3B,3B9-1,PXD000533,1101
47,31007,Hep3B,3B9-2,PXD000533,1076
48,31008,MHCC97,H10-1,PXD000533,1041
49,31009,MHCC97,H10-2,PXD000533,1061
50,31010,MHCC97,H1-1,PXD000533,1020
51,31011,MHCC97,H11-1,PXD000533,992
52,31012,MHCC97,H11-2,PXD000533,966
53,31013,MHCC97,H1-2,PXD000533,994
54,31014,MHCC97,H12-1,PXD000533,1019
55,31015,MHCC97,H12-2,PXD000533,1002
56,31016,MHCC97,H13-1,PXD000533,1165
57,31017,MHCC97,H13-2,PXD000533,1121
58,31018,MHCC97,H14-1,PXD000533,1216
59,31019,MHCC97,H14-2,PXD000533,1165
60,31020,MHCC97,H15-1,PXD000533,1186
61,31021,MHCC97,H15-2,PXD000533,1191
62,31022,MHCC97,H16-1,PXD000533,1143
63,31023,MHCC97,H16-2,PXD000533,1203
64,31024,MHCC97,H17-1,PXD000533,1192
65,31025,MHCC97,H17-2,PXD000533,1165
66,31026,MHCC97,H18-1,PXD000533,1180
67,31027,MHCC97,H18-2,PXD000533,1214
68,31028,MHCC97,H19-1,PXD000533,1234
69,31029,MHCC97,H19-2,PXD000533,1220
70,31030,MHCC97,H20-1,PXD000533,1190
71,31031,MHCC97,H20-2,PXD000533,1199
72,31032,MHCC97,H2-1,PXD000533,1042
73,31033,MHCC97,H21-1,PXD000533,1110
74,31034,MHCC97,H21-2,PXD000533,1084
75,31035,MHCC97,H2-2,PXD000533,1009
76,31036,MHCC97,H22-1,PXD000533,978
77,31037,MHCC97,H22-2,PXD000533,995
78,31038,MHCC97,H23-1,PXD000533,996
79,31039,MHCC97,H23-2,PXD000533,960
80,31040,MHCC97,H24-1,PXD000533,911
81,31041,MHCC97,H24-2,PXD000533,884
82,31042,MHCC97,H3-1,PXD000533,970
83,31043,MHCC97,H3-2,PXD000533,958
84,31044,MHCC97,H4-1,PXD000533,998
85,31045,MHCC97,H4-2,PXD000533,1002
86,31046,MHCC97,H5-1,PXD000533,1079
87,31047,MHCC97,H5-2,PXD000533,1043
88,31048,MHCC97,H6-1,PXD000533,1018
89,31049,MHCC97,H6-2,PXD000533,1011
90,31050,MHCC97,H7-1,PXD000533,1005
91,31051,MHCC97,H7-2,PXD000533,1084
92,31052,MHCC97,H8-1,PXD000533,1097
93,31053,MHCC97,H8-2,PXD000533,1044
94,31054,MHCC97,H9-1,PXD000533,1013
95,31055,MHCC97,H9-2,PXD000533,971
96,31056,Jurkat,QEXI09098,PXD004280,1316
97,31057,Jurkat,QEXI09100,PXD004280,1357
98,31058,Jurkat,QEXI09102,PXD004280,1400
99,31059,Jurkat,QEXI09104,PXD004280,1410
100,31060,Jurkat,QEXI09106,PXD004280,1415
101,31061,Jurkat,QEXI09108,PXD004280,1444
102,31062,Jurkat,QEXI09110,PXD004280,1379
103,31063,Jurkat,QEXI09112,PXD004280,1406
104,31064,Jurkat,QEXI09114,PXD004280,1306
105,31065,Jurkat,QEXI09116,PXD004280,1368
106,31066,Jurkat,QEXI09118,PXD004280,1400
107,31067,Jurkat,QEXI09120,PXD004280,1478
108,31068,Jurkat,QEXI09122,PXD004280,1404
109,31069,Jurkat,QEXI09124,PXD004280,1392
110,31070,Jurkat,QEXI09126,PXD004280,1527
111,31071,Jurkat,QEXI09128,PXD004280,1480
112,31072,Jurkat,QEXI09130,PXD004280,1531
113,31073,Jurkat,QEXI09132,PXD004280,1498
114,31074,Jurkat,QEXI09134,PXD004280,1420
115,31075,Jurkat,QEXI09136,PXD004280,1393
116,31076,Jurkat,QEXI09138,PXD004280,1513
117,31077,Jurkat,QEXI09140,PXD004280,1412
118,31078,Jurkat,QEXI09147,PXD004280,1248
119,31079,Jurkat,QEXI09149,PXD004280,1244
120,31080,Jurkat,QEXI09151,PXD004280,1177
121,31081,Jurkat,QEXI09153,PXD004280,1144
122,31082,Jurkat,QEXI09155,PXD004280,1369
123,31083,Jurkat,QEXI09157,PXD004280,1403
124,31084,Jurkat,QEXI09159,PXD004280,1488
125,31085,Jurkat,QEXI09161,PXD004280,1498
126,31086,Jurkat,QEXI09163,PXD004280,1393
127,31087,Jurkat,QEXI09165,PXD004280,1288
128,31088,Jurkat,QEXI09167,PXD004280,1235
129,31089,Jurkat,QEXI09169,PXD004280,1255
130,31090,Jurkat,QEXI09171,PXD004280,1439
131,31091,Jurkat,QEXI09173,PXD004280,1337
132,31092,Jurkat,QEXI09175,PXD004280,1197
133,31093,Jurkat,QEXI09177,PXD004280,1185
134,31094,Jurkat,QEXI09179,PXD004280,946
135,31095,Jurkat,QEXI09181,PXD004280,1296
136,31096,Jurkat,QEXI09183,PXD004280,1152
137,31097,Jurkat,QEXI09185,PXD004280,1101
138,31098,LAN5,FASP_1_01,PXD002842,586
139,31099,LAN5,FASP_1_02,PXD002842,313
140,31100,LAN5,FASP_2_01,PXD002842,1039
141,31101,LAN5,FASP_2_02,PXD002842,995
142,31102,LAN5,FASP_A_01,PXD002842,1418
143,31103,LAN5,FASP_A_02,PXD002842,1556
144,31104,LAN5,FASP_B_01,PXD002842,1593
145,31105,LAN5,FASP_B_02,PXD002842,1580
146,31138,A431,A431_01uM_DON_1_1,PXD008996,1441
147,31139,A431,A431_01uM_DON_1_2,PXD008996,1424
148,31140,A431,A431_01uM_DON_2_1,PXD008996,1551
149,31141,A431,A431_01uM_DON_2_2,PXD008996,1365
150,31142,A431,A431_01uM_DON_3_1,PXD008996,1235
151,31143,A431,A431_01uM_DON_3_2,PXD008996,1224
152,31144,A431,A431_10uM_DON_1_1,PXD008996,1202
153,31145,A431,A431_10uM_DON_1_2,PXD008996,1225
154,31146,A431,A431_10uM_DON_2_1,PXD008996,1317
155,31147,A431,A431_10uM_DON_2_2,PXD008996,1274
156,31148,A431,A431_10uM_DON_3_1,PXD008996,1256
157,31149,A431,A431_10uM_DON_3_2,PXD008996,1332
158,31150,A431,A431_1uM_DON_1_1,PXD008996,1215
159,31151,A431,A431_1uM_DON_1_2,PXD008996,1118
160,31152,A431,A431_1uM_DON_2_1,PXD008996,1243
161,31153,A431,A431_1uM_DON_2_2,PXD008996,1234
162,31154,A431,A431_1uM_DON_3_1,PXD008996,1404
163,31155,A431,A431_1uM_DON_3_2,PXD008996,1265
164,31156,A431,A431_control_1_1,PXD008996,1460
165,31157,A431,A431_control_1_2,PXD008996,1461
166,31158,A431,A431_control_2_1,PXD008996,1353
167,31159,A431,A431_control_2_2,PXD008996,1352
168,31160,A431,A431_control_3_1,PXD008996,1345
169,31161,A431,A431_control_3_2,PXD008996,1291
170,31162,HEK293,161021_deSDS_Digested_cells_1SDS_01_A,PXD006035,309
171,31163,HEK293,161021_deSDS_Digested_cells_1SDS_01_B,PXD006035,278
172,31164,HEK293,161021_deSDS_Digested_cells_1SDS_02_A,PXD006035,331
173,31165,HEK293,161021_deSDS_Digested_cells_1SDS_02_B,PXD006035,303
174,31166,HEK293,161021_deSDS_Digested_cells_1SDS_03_A,PXD006035,370
175,31167,HEK293,161021_deSDS_Digested_cells_1SDS_03_B,PXD006035,302
176,31168,HEK293,161021_deSDS_Digested_cells_1SDS_04_A,PXD006035,362
177,31169,HEK293,161021_deSDS_Digested_cells_1SDS_04_B,PXD006035,19
178,31170,HEK293,161021_deSDS_Digested_cells_1SDS_05_A,PXD006035,317
179,31171,HEK293,161021_deSDS_Digested_cells_1SDS_05_B,PXD006035,16
180,31172,HEK293,161021_deSDS_Digested_cells_1SDS_06_A,PXD006035,344
181,31173,HEK293,161021_deSDS_Digested_cells_1SDS_06_B,PXD006035,16
182,31174,HEK293,161021_deSDS_Digested_cells_1SDS_07_A,PXD006035,345
183,31175,HEK293,161021_deSDS_Digested_cells_1SDS_07_B,PXD006035,74
184,31176,HEK293,161021_deSDS_Digested_cells_1SDS_08_A,PXD006035,337
185,31177,HEK293,161021_deSDS_Digested_cells_1SDS_08_B,PXD006035,308
186,31178,HEK293,161021_deSDS_Digested_cells_1SDS_09_A,PXD006035,340
187,31179,HEK293,161021_deSDS_Digested_cells_1SDS_09_B,PXD006035,383
188,31180,HEK293,161021_deSDS_Digested_cells_1SDS_10_A,PXD006035,191
189,31181,HEK293,161021_deSDS_Digested_cells_1SDS_10_B,PXD006035,313
190,31182,HEK293,161021_deSDS_Digested_cells_1SDS_11_A,PXD006035,178
191,31183,HEK293,161021_deSDS_Digested_cells_1SDS_11_B,PXD006035,187
192,31184,HEK293,161021_deSDS_Digested_cells_1SDS_12_A,PXD006035,115
193,31185,HEK293,161021_deSDS_Digested_cells_1SDS_12_B,PXD006035,21
194,31186,HEK293,161021_deSDS_Digested_cells_1SDS_13_A,PXD006035,213
195,31187,HEK293,161021_deSDS_Digested_cells_1SDS_13_B,PXD006035,97
196,31188,HEK293,161021_deSDS_Digested_cells_1SDS_14_A,PXD006035,109
197,31189,HEK293,161021_deSDS_Digested_cells_1SDS_14_B,PXD006035,103
198,31190,HEK293,161021_deSDS_Digested_cells_1SDS_15_A,PXD006035,85
199,31191,HEK293,161021_deSDS_Digested_cells_1SDS_15_B,PXD006035,66
200,31192,HEK293,161021_deSDS_Digested_cells_1SDS_16_A,PXD006035,396
201,31193,HEK293,161021_deSDS_Digested_cells_1SDS_16_B,PXD006035,385
202,31194,HEK293,161021_deSDS_Digested_cells_1SDS_17_A,PXD006035,347
203,31195,HEK293,161021_deSDS_Digested_cells_1SDS_17_B,PXD006035,252
204,31196,HEK293,161021_deSDS_Digested_cells_1SDS_18_A,PXD006035,319
205,31197,HEK293,161021_deSDS_Digested_cells_1SDS_18_B,PXD006035,42
206,31198,HEK293,161021_deSDS_Digested_cells_1SDS_19_A,PXD006035,272
207,31199,HEK293,161021_deSDS_Digested_cells_1SDS_19_B,PXD006035,188
208,31200,HEK293,161021_deSDS_Digested_cells_1SDS_20_A,PXD006035,230
209,31201,HEK293,161021_deSDS_Digested_cells_1SDS_20_B,PXD006035,287
210,31202,HEK293,161021_deSDS_Digested_cells_1SDS_21_A,PXD006035,460
211,31203,HEK293,161021_deSDS_Digested_cells_1SDS_21_B,PXD006035,435
212,31204,HEK293,161021_deSDS_Digested_cells_1SDS_22_A,PXD006035,328
213,31205,HEK293,161021_deSDS_Digested_cells_1SDS_22_B,PXD006035,330
214,31206,HEK293,161021_deSDS_Digested_cells_1SDS_23_A,PXD006035,339
215,31207,HEK293,161021_deSDS_Digested_cells_1SDS_23_B,PXD006035,64
216,31208,HEK293,170322_HEK_RP_01_A,PXD006035,247
217,31209,HEK293,170322_HEK_RP_01_B,PXD006035,227
218,31210,HEK293,170322_HEK_RP_02_A,PXD006035,277
219,31211,HEK293,170322_HEK_RP_02_B,PXD006035,286
220,31212,HEK293,170322_HEK_RP_03_A,PXD006035,288
221,31213,HEK293,170322_HEK_RP_03_B,PXD006035,295
222,31214,HEK293,170322_HEK_RP_04_A,PXD006035,371
223,31215,HEK293,170322_HEK_RP_04_B,PXD006035,373
224,31216,HEK293,170322_HEK_RP_05_A,PXD006035,228
225,31217,HEK293,170322_HEK_RP_05_B,PXD006035,212
226,31218,HEK293,170322_HEK_RP_06_A,PXD006035,354
227,31219,HEK293,170322_HEK_RP_06_B,PXD006035,338
228,31220,HEK293,170322_HEK_RP_07_A,PXD006035,351
229,31221,HEK293,170322_HEK_RP_07_B,PXD006035,317
230,31222,HEK293,170322_HEK_RP_08_A,PXD006035,252
231,31223,HEK293,170322_HEK_RP_08_B,PXD006035,270
232,31224,HEK293,170322_HEK_RP_09_A,PXD006035,268
233,31225,HEK293,170322_HEK_RP_09_B,PXD006035,256
234,31226,HEK293,170322_HEK_RP_10_A,PXD006035,318
235,31227,HEK293,170322_HEK_RP_10_B,PXD006035,319
236,31228,HEK293,170322_HEK_RP_11_A,PXD006035,283
237,31229,HEK293,170322_HEK_RP_11_B,PXD006035,277
238,31230,HEK293,170322_HEK_RP_12_A,PXD006035,302
239,31231,HEK293,170322_HEK_RP_12_B,PXD006035,297
240,31232,HEK293,170322_HEK_RP_13_A,PXD006035,234
241,31233,HEK293,170322_HEK_RP_13_B,PXD006035,236
242,31234,HEK293,170322_HEK_RP_14_A,PXD006035,344
243,31235,HEK293,170322_HEK_RP_14_B,PXD006035,334
244,31236,HEK293,170322_HEK_RP_15_A,PXD006035,225
245,31237,HEK293,170322_HEK_RP_15_B,PXD006035,249
246,31238,HEK293,170322_HEK_RP_16_A,PXD006035,310
247,31239,HEK293,170322_HEK_RP_16_B,PXD006035,313
248,31240,HEK293,170322_HEK_RP_17_A,PXD006035,343
249,31241,HEK293,170322_HEK_RP_17_B,PXD006035,335
250,31242,HEK293,170322_HEK_RP_18_A,PXD006035,261
251,31243,HEK293,170322_HEK_RP_18_B,PXD006035,267
252,31244,HEK293,170322_HEK_RP_19_A,PXD006035,339
253,31245,HEK293,170322_HEK_RP_19_B,PXD006035,348
254,31246,HEK293,170322_HEK_RP_20_A,PXD006035,317
255,31247,HEK293,170322_HEK_RP_20_B,PXD006035,296
256,31248,HEK293,170322_HEK_RP_21_A,PXD006035,323
257,31249,HEK293,170322_HEK_RP_21_B,PXD006035,309
258,31250,HEK293,170322_HEK_RP_22_A,PXD006035,342
259,31251,HEK293,170322_HEK_RP_22_B,PXD006035,337
260,31252,HEK293,170322_HEK_RP_23_A,PXD006035,336
261,31253,HEK293,170322_HEK_RP_23_B,PXD006035,323
262,31254,MCF7,MCF7_1a,PXD008719,1636
263,31255,MCF7,MCF7_1b,PXD008719,1663
264,31256,MCF7,MCF7_2a,PXD008719,1864
265,31257,MCF7,MCF7_2b,PXD008719,1846
266,31258,MCF7,MCF7_3a,PXD008719,1852
267,31259,MCF7,MCF7_3b,PXD008719,1811
268,31260,MCF7,MCF7_curcumin_1a,PXD008719,1867
269,31261,MCF7,MCF7_curcumin_1b,PXD008719,1891
270,31262,MCF7,MCF7_curcumin_2a,PXD008719,1732
271,31263,MCF7,MCF7_curcumin_2b,PXD008719,1751
272,31264,MCF7,MCF7_curcumin_3a,PXD008719,1774
273,31265,MCF7,MCF7_curcumin_3b,PXD008719,1799
274,31266,ZR751,ZR751_1a,PXD008719,1961
275,31267,ZR751,ZR751_1b,PXD008719,1958
276,31268,ZR751,ZR751_2a,PXD008719,2078
277,31269,ZR751,ZR751_2b,PXD008719,2025
278,31270,ZR751,ZR751_3a,PXD008719,1881
279,31271,ZR751,ZR751_3b,PXD008719,1875
280,31272,ZR751,ZR751_curcumin_1a,PXD008719,2054
281,31273,ZR751,ZR751_curcumin_1b,PXD008719,2035
282,31274,ZR751,ZR751_curcumin_2a,PXD008719,1718
283,31275,ZR751,ZR751_curcumin_2b,PXD008719,1726
284,31276,ZR751,ZR751_curcumin_3a,PXD008719,1909
285,31277,ZR751,ZR751_curcumin_3b,PXD008719,1927
286,31278,JVM13,JVM-13_cyt_1a,PXD006591,2130
287,31279,JVM13,JVM-13_cyt_1b,PXD006591,2126
288,31280,JVM13,JVM-13_cyt_2a,PXD006591,2214
289,31281,JVM13,JVM-13_cyt_2b,PXD006591,2314
290,31282,JVM13,JVM-13_cyt_3a,PXD006591,2206
291,31283,JVM13,JVM-13_cyt_3b,PXD006591,2233
292,31284,HUVEC,HUVEC_cyt_con_3b,PXD003406,1863
293,31285,HUVEC,HUVEC_cyt_con_6a,PXD003406,1699
294,31286,HUVEC,HUVEC_cyt_con_5b_4,PXD003406,910
295,31287,HUVEC,HUVEC_cyt_con_2a,PXD003406,2106
296,31288,HUVEC,HUVEC_cyt_con_1a_4,PXD003406,818
297,31289,HUVEC,HUVEC_cyt_con_3a,PXD003406,1870
298,31290,HUVEC,HUVEC_cyt_con_1b_4,PXD003406,828
299,31291,HUVEC,HUVEC_cyt_con_5a_1,PXD003406,892
300,31292,HUVEC,HUVEC_cyt_con_4a,PXD003406,1872
301,31293,HUVEC,HUVEC_cyt_con_5b_1,PXD003406,1046
302,31294,HUVEC,HUVEC_cyt_con_1b_3,PXD003406,994
303,31295,HUVEC,HUVEC_cyt_con_1a_2,PXD003406,992
304,31296,HUVEC,HUVEC_cyt_con_1a_1,PXD003406,1291
305,31297,HUVEC,HUVEC_cyt_con_1b_1,PXD003406,1275
306,31298,HUVEC,HUVEC_cyt_con_7b,PXD003406,475
307,31299,HUVEC,HUVEC_cyt_con_5b_2,PXD003406,860
308,31300,HUVEC,HUVEC_cyt_con_1b_2,PXD003406,975
309,31301,HUVEC,HUVEC_cyt_con_5a_3,PXD003406,818
310,31302,HUVEC,HUVEC_cyt_con_1a_3,PXD003406,983
311,31303,HUVEC,HUVEC_cyt_con_5a_2,PXD003406,739
312,31304,HUVEC,HUVEC_cyt_con_7a,PXD003406,1465
313,31305,HUVEC,HUVEC_cyt_con_5b_3,PXD003406,884
314,31306,HUVEC,HUVEC_cyt_con_2b,PXD003406,1886
315,31307,HUVEC,HUVEC_cyt_con_5a_4,PXD003406,849
316,31308,HUVEC,HUVEC_cyt_con_6b,PXD003406,524
317,31309,HUVEC,HUVEC_cyt_con_4b,PXD003406,1836
318,31310,HUVEC,HUVEC_cyt_stim_1b_1,PXD003407,1285
319,31311,HUVEC,HUVEC_cyt_stim_1a_3,PXD003407,943
320,31312,HUVEC,HUVEC_cyt_stim_4a,PXD003407,1786
321,31313,HUVEC,HUVEC_cyt_stim_6b,PXD003407,513
322,31314,HUVEC,HUVEC_cyt_stim_3b,PXD003407,1965
323,31315,HUVEC,HUVEC_cyt_stim_5a_1,PXD003407,1523
324,31316,HUVEC,HUVEC_cyt_stim_5b_1,PXD003407,1518
325,31317,HUVEC,HUVEC_cyt_stim_5a_3,PXD003407,1099
326,31318,HUVEC,HUVEC_cyt_stim_7a,PXD003407,1615
327,31319,HUVEC,HUVEC_cyt_stim_1a_4,PXD003407,765
328,31320,HUVEC,HUVEC_cyt_stim_1b_2,PXD003407,1051
329,31321,HUVEC,HUVEC_cyt_stim_5b_2,PXD003407,1064
330,31322,HUVEC,HUVEC_cyt_stim_1b_4,PXD003407,792
331,31323,HUVEC,HUVEC_cyt_stim_5b_4,PXD003407,978
332,31324,HUVEC,HUVEC_cyt_stim_7b,PXD003407,589
333,31325,HUVEC,HUVEC_cyt_stim_2b,PXD003407,1793
334,31326,HUVEC,HUVEC_cyt_stim_1b_3,PXD003407,983
335,31327,HUVEC,HUVEC_cyt_stim_1a_1,PXD003407,1236
336,31328,HUVEC,HUVEC_cyt_stim_5a_2,PXD003407,1052
337,31329,HUVEC,HUVEC_cyt_stim_5b_3,PXD003407,1114
338,31330,HUVEC,HUVEC_cyt_stim_4b,PXD003407,1798
339,31331,HUVEC,HUVEC_cyt_stim_5a_4,PXD003407,995
340,31332,HUVEC,HUVEC_cyt_stim_1a_2,PXD003407,1052
341,31333,HUVEC,HUVEC_cyt_stim_2a,PXD003407,2006
342,31334,HUVEC,HUVEC_cyt_stim_3a,PXD003407,1963
343,31335,HUVEC,HUVEC_cyt_stim_6a,PXD003407,1636
344,31336,ZR751,ZR_con_1d_130618_cyt2,PXD001327,931
345,31337,ZR751,ZR_con_1d_130618_cyt1,PXD001327,1258
