PXD000426,32207,257
PXD000426,32208,280
PXD000426,32209,251
PXD000426,32210,245
PXD000426,32211,236
PXD000426,32212,310
PXD000426,32213,223
PXD000426,32214,310
PXD000426,32215,263
PXD000426,32216,280
PXD000426,32217,256
PXD000426,32218,272
PXD000426,32219,276
PXD000426,32220,305
PXD000426,32221,260
PXD000426,32222,299
PXD000426,32223,273
PXD000426,32224,261
PXD000426,32225,265
PXD000426,32226,271
PXD000426,32227,240
PXD000426,32228,257
PXD000426,32229,240
PXD000426,32230,261
PXD000426,32231,247
PXD000426,32232,281
PXD000426,32233,239
PXD000426,32234,273
PXD000426,32235,267
PXD000426,32236,274
PXD000426,32237,260
PXD000426,32238,292
PXD000426,32239,308
PXD000426,32240,298
PXD000426,32241,270
PXD000426,32242,261
PXD000426,32243,275
PXD000426,32244,254
PXD000426,32245,326
PXD000426,32246,316
PXD000426,32247,246
PXD000426,32248,223
PXD000426,32249,223
PXD000426,32250,229
PXD000426,32251,228
PXD000426,32252,208
PXD000426,32253,187
PXD000426,32254,199
PXD000426,32255,213
PXD000426,32256,212
PXD000426,32257,200
PXD000426,32258,223
PXD000426,32259,206
PXD000426,32260,257
PXD000426,32261,195
PXD000426,32262,273
PXD000426,32263,221
PXD000426,32264,240
PXD000426,32265,209
PXD000426,32266,259
PXD000426,32267,264
PXD000426,32268,279
PXD000426,32269,256
PXD000426,32270,278
PXD000426,32271,263
PXD000426,32272,257
PXD000426,32273,287
PXD000426,32274,253
PXD000426,32275,219
PXD000426,32276,271
PXD000426,32277,245
PXD000426,32278,250
PXD000426,32279,240
PXD000426,32280,244
PXD000426,32281,253
PXD000426,32282,252
PXD000426,32283,263
PXD000426,32284,244
PXD000426,32285,243
PXD000426,32286,240
PXD000443,31689,1697
PXD000443,31690,1463
PXD000443,31691,1655
PXD000443,31692,1501
PXD000443,31693,1500
PXD000443,31694,1482
PXD000443,31696,1483
PXD000443,31697,1585
PXD000443,31698,1612
PXD000529,31593,922
PXD000529,31594,995
PXD000529,31595,1142
PXD000529,31596,1148
PXD000529,31597,1174
PXD000529,31598,1151
PXD000529,31599,1157
PXD000529,31600,1161
PXD000529,31601,1124
PXD000529,31602,1142
PXD000529,31603,1133
PXD000529,31604,1141
PXD000529,31605,846
PXD000529,31606,953
PXD000529,31607,1015
PXD000529,31608,1072
PXD000529,31609,1020
PXD000529,31610,1005
PXD000529,31611,991
PXD000529,31612,1038
PXD000529,31613,825
PXD000529,31614,845
PXD000529,31615,1154
PXD000529,31616,1168
PXD000529,31617,985
PXD000529,31618,998
PXD000529,31619,976
PXD000529,31620,993
PXD000529,31621,916
PXD000529,31622,866
PXD000529,31623,1040
PXD000529,31624,1069
PXD000529,31625,976
PXD000529,31626,983
PXD000529,31627,1249
PXD000529,31628,1224
PXD000529,31629,1220
PXD000529,31630,1255
PXD000529,31631,1170
PXD000529,31632,1222
PXD000529,31633,1179
PXD000529,31634,1175
PXD000529,31635,1192
PXD000529,31636,1195
PXD000529,31637,1134
PXD000529,31638,1204
PXD000529,31639,1215
PXD000529,31640,1167
PXD000529,31641,1164
PXD000529,31642,1176
PXD000529,31643,1105
PXD000529,31644,1112
PXD000529,31645,1058
PXD000529,31646,1037
PXD000529,31647,1090
PXD000529,31648,1018
PXD000529,31649,1047
PXD000529,31650,1080
PXD000529,31651,1079
PXD000529,31652,1091
PXD000529,31653,1092
PXD000529,31654,990
PXD000529,31655,963
PXD000529,31656,966
PXD000529,31657,966
PXD000529,31658,963
PXD000529,31659,974
PXD000529,31660,983
PXD000529,31661,969
PXD000529,31662,971
PXD000529,31663,1131
PXD000529,31664,1127
PXD000529,31665,944
PXD000529,31666,932
PXD000529,31667,951
PXD000529,31668,974
PXD000529,31669,969
PXD000529,31670,994
PXD000529,31671,918
PXD000529,31672,935
PXD000529,31673,967
PXD000529,31674,968
PXD000529,31675,1168
PXD000529,31676,1185
PXD000529,31677,1149
PXD000529,31678,1149
PXD000529,31679,1110
PXD000529,31680,1133
PXD000529,31681,1127
PXD000529,31682,1104
PXD000529,31683,1095
PXD000529,31684,1039
PXD000529,31685,1101
PXD000529,31686,1151
PXD000529,31687,1076
PXD000529,31688,1081
PXD000533,30960,997
PXD000533,30961,1013
PXD000533,30962,1081
PXD000533,30963,1060
PXD000533,30964,1025
PXD000533,30965,1049
PXD000533,30966,1061
PXD000533,30967,1026
PXD000533,30968,1170
PXD000533,30969,1211
PXD000533,30970,1276
PXD000533,30971,1298
PXD000533,30972,1267
PXD000533,30973,1301
PXD000533,30974,1261
PXD000533,30975,1242
PXD000533,30976,1239
PXD000533,30977,1236
PXD000533,30978,1242
PXD000533,30979,1249
PXD000533,30980,1261
PXD000533,30981,1298
PXD000533,30982,1252
PXD000533,30983,1242
PXD000533,30984,1118
PXD000533,30985,1178
PXD000533,30986,1147
PXD000533,30987,1103
PXD000533,30988,1068
PXD000533,30989,1041
PXD000533,30990,1024
PXD000533,30991,1034
PXD000533,30992,1001
PXD000533,30993,993
PXD000533,30994,1103
PXD000533,30995,1086
PXD000533,30996,1145
PXD000533,30997,1033
PXD000533,30998,1098
PXD000533,30999,1184
PXD000533,31000,1136
PXD000533,31001,1126
PXD000533,31002,923
PXD000533,31003,927
PXD000533,31004,1051
PXD000533,31005,1070
PXD000533,31006,1101
PXD000533,31007,1076
PXD000533,31008,1041
PXD000533,31009,1061
PXD000533,31010,1020
PXD000533,31011,992
PXD000533,31012,966
PXD000533,31013,994
PXD000533,31014,1019
PXD000533,31015,1002
PXD000533,31016,1165
PXD000533,31017,1121
PXD000533,31018,1216
PXD000533,31019,1165
PXD000533,31020,1186
PXD000533,31021,1191
PXD000533,31022,1143
PXD000533,31023,1203
PXD000533,31024,1192
PXD000533,31025,1165
PXD000533,31026,1180
PXD000533,31027,1214
PXD000533,31028,1234
PXD000533,31029,1220
PXD000533,31030,1190
PXD000533,31031,1199
PXD000533,31032,1042
PXD000533,31033,1110
PXD000533,31034,1084
PXD000533,31035,1009
PXD000533,31036,978
PXD000533,31037,995
PXD000533,31038,996
PXD000533,31039,960
PXD000533,31040,911
PXD000533,31041,884
PXD000533,31042,970
PXD000533,31043,958
PXD000533,31044,998
PXD000533,31045,1002
PXD000533,31046,1079
PXD000533,31047,1043
PXD000533,31048,1018
PXD000533,31049,1011
PXD000533,31050,1005
PXD000533,31051,1084
PXD000533,31052,1097
PXD000533,31053,1044
PXD000533,31054,1013
PXD000533,31055,971
PXD000661,31373,4175
PXD000661,31374,4219
PXD000661,31375,4193
PXD000661,31376,3393
PXD000661,31377,3564
PXD000661,31378,3602
PXD000661,31379,4008
PXD000661,31380,4083
PXD000661,31381,3995
PXD000661,31382,3101
PXD000661,31383,3311
PXD000661,31384,3049
PXD000661,31385,4002
PXD000661,31386,4102
PXD000661,31387,3977
PXD000661,31388,2965
PXD000661,31389,2556
PXD000661,31390,2751
PXD000661,31391,3677
PXD000661,31392,3524
PXD000661,31393,3539
PXD000661,31394,3105
PXD000661,31395,3083
PXD000661,31396,3167
PXD001327,31336,931
PXD001327,31337,1258
PXD001327,31338,1164
PXD001327,31339,937
PXD001327,31340,1064
PXD001327,31341,1269
PXD001327,31342,1143
PXD001327,31343,1068
PXD001352,31361,4228
PXD001352,31362,4206
PXD001352,31363,3635
PXD001352,31364,3660
PXD001352,31365,4007
PXD001352,31366,4081
PXD001352,31367,4087
PXD001352,31368,4381
PXD001352,31369,3116
PXD001352,31370,3464
PXD001352,31371,3430
PXD001352,31372,3155
PXD002057,31344,410
PXD002057,31345,730
PXD002057,31346,341
PXD002057,31347,632
PXD002057,31348,339
PXD002057,31349,647
PXD002842,31098,586
PXD002842,31099,313
PXD002842,31100,1039
PXD002842,31101,995
PXD002842,31102,1418
PXD002842,31103,1556
PXD002842,31104,1593
PXD002842,31105,1580
PXD003252,32105,1197
PXD003252,32106,1231
PXD003252,32107,1044
PXD003252,32108,1010
PXD003252,32109,1040
PXD003252,32110,1202
PXD003252,32111,1145
PXD003252,32112,1171
PXD003406,31284,1863
PXD003406,31285,1699
PXD003406,31286,910
PXD003406,31287,2106
PXD003406,31288,818
PXD003406,31289,1870
PXD003406,31290,828
PXD003406,31291,892
PXD003406,31292,1872
PXD003406,31293,1046
PXD003406,31294,994
PXD003406,31295,992
PXD003406,31296,1291
PXD003406,31297,1275
PXD003406,31298,475
PXD003406,31299,860
PXD003406,31300,975
PXD003406,31301,818
PXD003406,31302,983
PXD003406,31303,739
PXD003406,31304,1465
PXD003406,31305,884
PXD003406,31306,1886
PXD003406,31307,849
PXD003406,31308,524
PXD003406,31309,1836
PXD003407,31310,1285
PXD003407,31311,943
PXD003407,31312,1786
PXD003407,31313,513
PXD003407,31314,1965
PXD003407,31315,1523
PXD003407,31316,1518
PXD003407,31317,1099
PXD003407,31318,1615
PXD003407,31319,765
PXD003407,31320,1051
PXD003407,31321,1064
PXD003407,31322,792
PXD003407,31323,978
PXD003407,31324,589
PXD003407,31325,1793
PXD003407,31326,983
PXD003407,31327,1236
PXD003407,31328,1052
PXD003407,31329,1114
PXD003407,31330,1798
PXD003407,31331,995
PXD003407,31332,1052
PXD003407,31333,2006
PXD003407,31334,1963
PXD003407,31335,1636
PXD003438,31353,1299
PXD003438,31354,1259
PXD003438,31355,1280
PXD003438,31356,1207
PXD003438,31357,1567
PXD003438,31358,1604
PXD003438,31359,1704
PXD003438,31360,1656
PXD004280,31056,1316
PXD004280,31057,1357
PXD004280,31058,1400
PXD004280,31059,1410
PXD004280,31060,1415
PXD004280,31061,1444
PXD004280,31062,1379
PXD004280,31063,1406
PXD004280,31064,1306
PXD004280,31065,1368
PXD004280,31066,1400
PXD004280,31067,1478
PXD004280,31068,1404
PXD004280,31069,1392
PXD004280,31070,1527
PXD004280,31071,1480
PXD004280,31072,1531
PXD004280,31073,1498
PXD004280,31074,1420
PXD004280,31075,1393
PXD004280,31076,1513
PXD004280,31077,1412
PXD004280,31078,1248
PXD004280,31079,1244
PXD004280,31080,1177
PXD004280,31081,1144
PXD004280,31082,1369
PXD004280,31083,1403
PXD004280,31084,1488
PXD004280,31085,1498
PXD004280,31086,1393
PXD004280,31087,1288
PXD004280,31088,1235
PXD004280,31089,1255
PXD004280,31090,1439
PXD004280,31091,1337
PXD004280,31092,1197
PXD004280,31093,1185
PXD004280,31094,946
PXD004280,31095,1296
PXD004280,31096,1152
PXD004280,31097,1101
PXD004824,31350,2747
PXD004824,31351,2711
PXD004824,31352,2823
PXD005045,31575,653
PXD005045,31576,636
PXD005045,31577,651
PXD005045,31578,695
PXD005045,31579,643
PXD005045,31580,677
PXD005045,31581,430
PXD005045,31582,414
PXD005045,31583,416
PXD005045,31584,702
PXD005045,31585,700
PXD005045,31586,652
PXD005045,31587,459
PXD005045,31588,433
PXD005045,31589,440
PXD005045,31590,549
PXD005045,31591,560
PXD005045,31592,547
PXD006035,31162,309
PXD006035,31163,278
PXD006035,31164,331
PXD006035,31165,303
PXD006035,31166,370
PXD006035,31167,302
PXD006035,31168,362
PXD006035,31169,19
PXD006035,31170,317
PXD006035,31171,16
PXD006035,31172,344
PXD006035,31173,16
PXD006035,31174,345
PXD006035,31175,74
PXD006035,31176,337
PXD006035,31177,308
PXD006035,31178,340
PXD006035,31179,383
PXD006035,31180,191
PXD006035,31181,313
PXD006035,31182,178
PXD006035,31183,187
PXD006035,31184,115
PXD006035,31185,21
PXD006035,31186,213
PXD006035,31187,97
PXD006035,31188,109
PXD006035,31189,103
PXD006035,31190,85
PXD006035,31191,66
PXD006035,31192,396
PXD006035,31193,385
PXD006035,31194,347
PXD006035,31195,252
PXD006035,31196,319
PXD006035,31197,42
PXD006035,31198,272
PXD006035,31199,188
PXD006035,31200,230
PXD006035,31201,287
PXD006035,31202,460
PXD006035,31203,435
PXD006035,31204,328
PXD006035,31205,330
PXD006035,31206,339
PXD006035,31207,64
PXD006035,31208,247
PXD006035,31209,227
PXD006035,31210,277
PXD006035,31211,286
PXD006035,31212,288
PXD006035,31213,295
PXD006035,31214,371
PXD006035,31215,373
PXD006035,31216,228
PXD006035,31217,212
PXD006035,31218,354
PXD006035,31219,338
PXD006035,31220,351
PXD006035,31221,317
PXD006035,31222,252
PXD006035,31223,270
PXD006035,31224,268
PXD006035,31225,256
PXD006035,31226,318
PXD006035,31227,319
PXD006035,31228,283
PXD006035,31229,277
PXD006035,31230,302
PXD006035,31231,297
PXD006035,31232,234
PXD006035,31233,236
PXD006035,31234,344
PXD006035,31235,334
PXD006035,31236,225
PXD006035,31237,249
PXD006035,31238,310
PXD006035,31239,313
PXD006035,31240,343
PXD006035,31241,335
PXD006035,31242,261
PXD006035,31243,267
PXD006035,31244,339
PXD006035,31245,348
PXD006035,31246,317
PXD006035,31247,296
PXD006035,31248,323
PXD006035,31249,309
PXD006035,31250,342
PXD006035,31251,337
PXD006035,31252,336
PXD006035,31253,323
PXD006591,31278,2130
PXD006591,31279,2126
PXD006591,31280,2214
PXD006591,31281,2314
PXD006591,31282,2206
PXD006591,31283,2233
PXD007543,32149,1724
PXD007543,32150,1639
PXD007543,32151,1772
PXD007543,32152,1659
PXD007543,32153,1663
PXD007543,32154,1642
PXD007543,32155,1548
PXD007543,32156,1560
PXD007543,32157,1688
PXD007543,32158,1629
PXD007543,32159,1555
PXD007543,32160,1539
PXD007543,32161,2043
PXD007543,32162,1921
PXD007543,32163,2223
PXD007543,32164,2088
PXD007543,32165,2259
PXD007543,32166,2124
PXD007543,32167,2154
PXD007543,32168,2133
PXD007543,32169,1966
PXD007543,32170,1991
PXD007543,32171,2041
PXD007543,32172,2107
PXD007759,32287,1296
PXD007759,32288,1325
PXD007759,32289,1295
PXD007759,32290,1409
PXD007759,32291,1423
PXD007759,32292,1392
PXD008381,31398,143
PXD008381,31399,195
PXD008381,31400,202
PXD008381,31401,188
PXD008381,31402,254
PXD008381,31403,267
PXD008381,31404,282
PXD008381,31411,136
PXD008381,31414,100
PXD008381,31418,28
PXD008381,31423,189
PXD008381,31424,300
PXD008381,31425,383
PXD008381,31426,313
PXD008381,31427,378
PXD008381,31428,299
PXD008381,31429,305
PXD008381,31430,273
PXD008381,31431,199
PXD008381,31433,274
PXD008381,31434,263
PXD008381,31435,320
PXD008381,31436,349
PXD008381,31437,463
PXD008381,31438,113
PXD008381,31439,336
PXD008381,31440,211
PXD008381,31442,25
PXD008693,32173,244
PXD008693,32176,1252
PXD008693,32177,1655
PXD008693,32178,1230
PXD008693,32179,1044
PXD008693,32180,1145
PXD008693,32181,1122
PXD008693,32182,1181
PXD008693,32183,775
PXD008693,32184,514
PXD008693,32185,91
PXD008693,32186,54
PXD008693,32187,28
PXD008693,32188,79
PXD008719,31254,1636
PXD008719,31255,1663
PXD008719,31256,1864
PXD008719,31257,1846
PXD008719,31258,1852
PXD008719,31259,1811
PXD008719,31260,1867
PXD008719,31261,1891
PXD008719,31262,1732
PXD008719,31263,1751
PXD008719,31264,1774
PXD008719,31265,1799
PXD008719,31266,1961
PXD008719,31267,1958
PXD008719,31268,2078
PXD008719,31269,2025
PXD008719,31270,1881
PXD008719,31271,1875
PXD008719,31272,2054
PXD008719,31273,2035
PXD008719,31274,1718
PXD008719,31275,1726
PXD008719,31276,1909
PXD008719,31277,1927
PXD008996,31138,1441
PXD008996,31139,1424
PXD008996,31140,1551
PXD008996,31141,1365
PXD008996,31142,1235
PXD008996,31143,1224
PXD008996,31144,1202
PXD008996,31145,1225
PXD008996,31146,1317
PXD008996,31147,1274
PXD008996,31148,1256
PXD008996,31149,1332
PXD008996,31150,1215
PXD008996,31151,1118
PXD008996,31152,1243
PXD008996,31153,1234
PXD008996,31154,1404
PXD008996,31155,1265
PXD008996,31156,1460
PXD008996,31157,1461
PXD008996,31158,1353
PXD008996,31159,1352
PXD008996,31160,1345
PXD008996,31161,1291
PXD009149,31531,91
PXD009149,31534,98
PXD009149,31535,137
PXD009149,31537,155
PXD009149,31538,153
PXD009149,31539,160
PXD009149,31546,110
PXD009149,31548,120
PXD009149,31551,322
PXD009149,31552,254
PXD009149,31553,234
PXD009149,31554,387
PXD009149,31555,297
PXD009149,31556,316
PXD009149,31557,207
PXD009149,31558,307
PXD009149,31559,230
PXD009149,31561,128
PXD009149,31562,159
PXD009149,31563,183
PXD009149,31564,253
PXD009149,31566,292
PXD009149,31567,354
PXD009149,31568,287
PXD009149,31569,285
PXD009149,31570,267
PXD009149,31571,320
PXD009149,31572,320
PXD009149,31573,298
PXD009149,31574,235
PXD009442,32043,816
PXD009442,32044,1121
PXD009442,32045,1019
PXD009442,32046,1106
PXD009442,32047,1075
PXD009560,32081,3974
PXD009560,32082,3931
PXD009560,32083,3880
PXD009560,32084,3934
PXD009560,32085,3913
PXD009560,32086,3788
PXD009560,32087,3812
PXD009560,32088,3936
PXD009560,32089,3879
PXD009560,32090,3907
PXD009560,32091,3853
PXD009560,32092,3868
PXD009560,32093,3842
PXD009560,32094,3933
PXD009560,32095,3876
PXD009560,32096,3731
PXD009560,32097,3664
PXD009560,32098,3709
PXD009560,32099,2128
PXD009560,32100,3843
PXD009560,32101,3873
PXD009560,32102,3777
PXD009560,32103,3833
PXD009560,32104,3827
PXD010538,31699,1333
PXD010538,31700,1722
PXD010538,31701,1696
PXD010538,31702,1737
PXD010538,31703,1668
PXD010538,31704,1399
PXD010538,31705,1736
PXD010538,31706,1687
PXD010538,31707,1052
PXD010538,31708,1702
PXD010538,31709,1587
PXD010538,31710,1765
PXD010538,31711,1764
PXD010538,31712,1782
PXD010538,31713,1609
PXD010538,31714,1651
PXD010538,31715,1779
PXD010538,31716,1734
PXD010538,31717,1762
PXD010538,31718,524
PXD010538,31719,1471
PXD010538,31720,1726
PXD010538,31721,1699
PXD010538,31722,1740
PXD010538,31723,1728
PXD010538,31724,1373
PXD010538,31725,1683
PXD010538,31726,1695
PXD010538,31727,1760
PXD010538,31728,1663
PXD010538,31729,1419
PXD010538,31730,1690
PXD010538,31731,1683
PXD010538,31732,1748
PXD010538,31733,1682
PXD010538,31734,1410
PXD010538,31735,1713
PXD010538,31736,1688
PXD010538,31737,1728
PXD010538,31738,1717
PXD010538,31739,1509
PXD010538,31740,1742
PXD010538,31741,1724
PXD010538,31742,1778
PXD010538,31743,1594
PXD010538,31744,1580
PXD010538,31745,1698
PXD010538,31746,1688
PXD010538,31747,1739
PXD010538,31748,1610
PXD010538,31749,1432
PXD010538,31750,1714
PXD010538,31751,1667
PXD010538,31752,1739
PXD010538,31753,1637
PXD010538,31754,1300
PXD010538,31755,1717
PXD010538,31756,1663
PXD010538,31757,1684
PXD010538,31758,1645
PXD010538,31759,1416
PXD010538,31760,1720
PXD010538,31761,1648
PXD010538,31762,1659
PXD010538,31763,1614
PXD010538,31764,1503
PXD010538,31765,1729
PXD010538,31766,1699
PXD010538,31767,1704
PXD010538,31768,1551
PXD010538,31769,1402
PXD010538,31770,1775
PXD010538,31771,1716
PXD010538,31772,1795
PXD010538,31773,1630
PXD010538,31774,1324
PXD010538,31775,1669
PXD010538,31776,1670
PXD010538,31777,1725
PXD010538,31778,1724
PXD010538,31779,1392
PXD010538,31780,1744
PXD010538,31781,1692
PXD010538,31782,1753
PXD010538,31783,1710
PXD010538,31784,1545
PXD010538,31785,1669
PXD010538,31786,1687
PXD010538,31787,1756
PXD010538,31788,1707
PXD016742,32911,1474
PXD017391,32893,2933
PXD017391,32894,2990
PXD017391,32895,2951
PXD017391,32896,2840
PXD017391,32897,2753
PXD017391,32898,2798
PXD017391,32899,2977
PXD017391,32900,2999
PXD017391,32901,2996
PXD017391,32902,2901
PXD017391,32903,2936
PXD017391,32904,2937
PXD017391,32905,2901
PXD017391,32906,2912
PXD017391,32907,2923
PXD017391,32908,3057
PXD017391,32909,3056
PXD017391,32910,3068
PXD018066,32890,1863
PXD018066,32891,1823
PXD018066,32892,2073
